ISO3,Year,Variable,Value
COM,2008,Other Fossil,0.04
COM,2008,Other Renewables,0.0
COM,2008,Solar,0.0
COM,2008,Wind,0.0
COM,2009,Bioenergy,0.0
COM,2009,Coal,0.0
COM,2009,Gas,0.0
COM,2009,Hydro,0.0
COM,2009,Nuclear,0.0
COM,2009,Other Fossil,0.05
COM,2009,Other Renewables,0.0
COM,2009,Solar,0.0
COM,2009,Wind,0.0
COM,2010,Bioenergy,0.0
COM,2010,Coal,0.0
COM,2010,Gas,0.0
COM,2010,Hydro,0.0
COM,2010,Nuclear,0.0
COM,2010,Other Fossil,0.06
COM,2010,Other Renewables,0.0
COM,2010,Solar,0.0
COM,2010,Wind,0.0
COM,2011,Bioenergy,0.0
COM,2011,Coal,0.0
COM,2011,Gas,0.0
COM,2011,Hydro,0.0
COM,2011,Nuclear,0.0
COM,2011,Other Fossil,0.06
COM,2011,Other Renewables,0.0
COM,2011,Solar,0.0
COM,2011,Wind,0.0
COM,2012,Bioenergy,0.0
COM,2012,Coal,0.0
COM,2012,Gas,0.0
COM,2012,Hydro,0.0
COM,2012,Nuclear,0.0
COM,2012,Other Fossil,0.06
COM,2012,Other Renewables,0.0
COM,2012,Solar,0.0
COM,2012,Wind,0.0
COM,2013,Bioenergy,0.0
COM,2013,Coal,0.0
COM,2013,Gas,0.0
COM,2013,Hydro,0.0
COM,2013,Nuclear,0.0
COM,2013,Other Fossil,0.06
COM,2013,Other Renewables,0.0
COM,2013,Solar,0.0
COM,2013,Wind,0.0
COM,2014,Bioenergy,0.0
COM,2014,Coal,0.0
COM,2014,Gas,0.0
COM,2014,Hydro,0.0
COM,2014,Nuclear,0.0
COM,2014,Other Fossil,0.05
COM,2014,Other Renewables,0.0
COM,2014,Solar,0.0
COM,2014,Wind,0.0
COM,2015,Bioenergy,0.0
COM,2015,Coal,0.0
COM,2015,Gas,0.0
COM,2015,Hydro,0.0
COM,2015,Nuclear,0.0
COM,2015,Other Fossil,0.05
COM,2015,Other Renewables,0.0
COM,2015,Solar,0.0
COM,2015,Wind,0.0
COM,2016,Bioenergy,0.0
COM,2016,Coal,0.0
COM,2016,Gas,0.0
COM,2016,Hydro,0.0
COM,2016,Nuclear,0.0
COM,2016,Other Fossil,0.06
COM,2016,Other Renewables,0.0
COM,2016,Solar,0.0
COM,2016,Wind,0.0
COM,2017,Bioenergy,0.0
COM,2017,Coal,0.0
COM,2017,Gas,0.0
COM,2017,Hydro,0.0
COM,2017,Nuclear,0.0
COM,2017,Other Fossil,0.09
COM,2017,Other Renewables,0.0
COM,2017,Solar,0.0
COM,2017,Wind,0.0
COM,2018,Bioenergy,0.0
COM,2018,Coal,0.0
COM,2018,Gas,0.0
COM,2018,Hydro,0.0
COM,2018,Nuclear,0.0
COM,2018,Other Fossil,0.1
COM,2018,Other Renewables,0.0
COM,2018,Solar,0.0
COM,2018,Wind,0.0
COM,2019,Bioenergy,0.0
COM,2019,Coal,0.0
COM,2019,Gas,0.0
COM,2019,Hydro,0.0
COM,2019,Nuclear,0.0
COM,2019,Other Fossil,0.11
COM,2019,Other Renewables,0.0
COM,2019,Solar,0.0
COM,2019,Wind,0.0
COM,2020,Bioenergy,0.0
COM,2020,Coal,0.0
COM,2020,Gas,0.0
COM,2020,Hydro,0.0
COM,2020,Nuclear,0.0
COM,2020,Other Fossil,0.13
COM,2020,Other Renewables,0.0
COM,2020,Solar,0.0
COM,2020,Wind,0.0
COM,2021,Bioenergy,0.0
COM,2021,Coal,0.0
COM,2021,Gas,0.0
COM,2021,Hydro,0.0
COM,2021,Nuclear,0.0
COM,2021,Other Fossil,0.13
COM,2021,Other Renewables,0.0
COM,2021,Solar,0.0
COM,2021,Wind,0.0
COM,2022,Bioenergy,0.0
COM,2022,Coal,0.0
COM,2022,Gas,0.0
COM,2022,Hydro,0.0
COM,2022,Nuclear,0.0
COM,2022,Other Fossil,0.14
COM,2022,Other Renewables,0.0
COM,2022,Solar,0.0
COM,2022,Wind,0.0
COM,2023,Bioenergy,0.0
COM,2023,Coal,0.0
COM,2023,Gas,0.0
COM,2023,Hydro,0.0
COM,2023,Nuclear,0.0
COM,2023,Other Fossil,0.14
COM,2023,Other Renewables,0.0
COM,2023,Solar,0.0
COM,2023,Wind,0.0
CPV,2000,Bioenergy,0.0
CPV,2000,Coal,0.0
CPV,2000,Gas,0.0
CPV,2000,Hydro,0.0
CPV,2000,Nuclear,0.0
CPV,2000,Other Fossil,0.14
CPV,2000,Other Renewables,0.0
CPV,2000,Solar,0.0
CPV,2000,Wind,0.01
CPV,2001,Bioenergy,0.0
CPV,2001,Coal,0.0
CPV,2001,Gas,0.0
CPV,2001,Hydro,0.0
CPV,2001,Nuclear,0.0
CPV,2001,Other Fossil,0.16
CPV,2001,Other Renewables,0.0
CPV,2001,Solar,0.0
CPV,2001,Wind,0.01
CPV,2002,Bioenergy,0.0
CPV,2002,Coal,0.0
CPV,2002,Gas,0.0
CPV,2002,Hydro,0.0
CPV,2002,Nuclear,0.0
CPV,2002,Other Fossil,0.18
CPV,2002,Other Renewables,0.0
CPV,2002,Solar,0.0
CPV,2002,Wind,0.01
CPV,2003,Bioenergy,0.0
CPV,2003,Coal,0.0
CPV,2003,Gas,0.0
CPV,2003,Hydro,0.0
CPV,2003,Nuclear,0.0
CPV,2003,Other Fossil,0.19
CPV,2003,Other Renewables,0.0
CPV,2003,Solar,0.0
CPV,2003,Wind,0.0
CPV,2004,Bioenergy,0.0
CPV,2004,Coal,0.0
CPV,2004,Gas,0.0
CPV,2004,Hydro,0.0
CPV,2004,Nuclear,0.0
CPV,2004,Other Fossil,0.21
CPV,2004,Other Renewables,0.0
CPV,2004,Solar,0.0
CPV,2004,Wind,0.01
CPV,2005,Bioenergy,0.0
CPV,2005,Coal,0.0
CPV,2005,Gas,0.0
CPV,2005,Hydro,0.0
CPV,2005,Nuclear,0.0
CPV,2005,Other Fossil,0.23
CPV,2005,Other Renewables,0.0
CPV,2005,Solar,0.0
CPV,2005,Wind,0.01
CPV,2006,Bioenergy,0.0
CPV,2006,Coal,0.0
CPV,2006,Gas,0.0
CPV,2006,Hydro,0.0
CPV,2006,Nuclear,0.0
CPV,2006,Other Fossil,0.24
CPV,2006,Other Renewables,0.0
CPV,2006,Solar,0.0
CPV,2006,Wind,0.01
CPV,2007,Bioenergy,0.0
CPV,2007,Coal,0.0
CPV,2007,Gas,0.0
CPV,2007,Hydro,0.0
CPV,2007,Nuclear,0.0
CPV,2007,Other Fossil,0.26
CPV,2007,Other Renewables,0.0
CPV,2007,Solar,0.0
CPV,2007,Wind,0.01
CPV,2008,Bioenergy,0.0
CPV,2008,Coal,0.0
CPV,2008,Gas,0.0
CPV,2008,Hydro,0.0
CPV,2008,Nuclear,0.0
CPV,2008,Other Fossil,0.28
CPV,2008,Other Renewables,0.0
CPV,2008,Solar,0.0
CPV,2008,Wind,0.01
CPV,2009,Bioenergy,0.0
CPV,2009,Coal,0.0
CPV,2009,Gas,0.0
CPV,2009,Hydro,0.0
CPV,2009,Nuclear,0.0
CPV,2009,Other Fossil,0.3
CPV,2009,Other Renewables,0.0
CPV,2009,Solar,0.0
CPV,2009,Wind,0.01
CPV,2010,Bioenergy,0.0
CPV,2010,Coal,0.0
CPV,2010,Gas,0.0
CPV,2010,Hydro,0.0
CPV,2010,Nuclear,0.0
CPV,2010,Other Fossil,0.34
CPV,2010,Other Renewables,0.0
CPV,2010,Solar,0.0
CPV,2010,Wind,0.0
CPV,2011,Bioenergy,0.0
CPV,2011,Coal,0.0
CPV,2011,Gas,0.0
CPV,2011,Hydro,0.0
CPV,2011,Nuclear,0.0
CPV,2011,Other Fossil,0.34
CPV,2011,Other Renewables,0.0
CPV,2011,Solar,0.01
CPV,2011,Wind,0.02
CPV,2012,Bioenergy,0.0
CPV,2012,Coal,0.0
CPV,2012,Gas,0.0
CPV,2012,Hydro,0.0
CPV,2012,Nuclear,0.0
CPV,2012,Other Fossil,0.31
CPV,2012,Other Renewables,0.0
CPV,2012,Solar,0.01
CPV,2012,Wind,0.06
CPV,2013,Bioenergy,0.0
CPV,2013,Coal,0.0
CPV,2013,Gas,0.0
CPV,2013,Hydro,0.0
CPV,2013,Nuclear,0.0
CPV,2013,Other Fossil,0.32
CPV,2013,Other Renewables,0.0
CPV,2013,Solar,0.01
CPV,2013,Wind,0.08
CPV,2014,Bioenergy,0.0
CPV,2014,Coal,0.0
CPV,2014,Gas,0.0
CPV,2014,Hydro,0.0
CPV,2014,Nuclear,0.0
CPV,2014,Other Fossil,0.34
CPV,2014,Other Renewables,0.0
CPV,2014,Solar,0.01
CPV,2014,Wind,0.08
CPV,2015,Bioenergy,0.0
CPV,2015,Coal,0.0
CPV,2015,Gas,0.0
CPV,2015,Hydro,0.0
CPV,2015,Nuclear,0.0
CPV,2015,Other Fossil,0.34
CPV,2015,Other Renewables,0.0
CPV,2015,Solar,0.01
CPV,2015,Wind,0.08
CPV,2016,Bioenergy,0.0
CPV,2016,Coal,0.0
CPV,2016,Gas,0.0
CPV,2016,Hydro,0.0
CPV,2016,Nuclear,0.0
CPV,2016,Other Fossil,0.36
CPV,2016,Other Renewables,0.0
CPV,2016,Solar,0.01
CPV,2016,Wind,0.08
CPV,2017,Bioenergy,0.0
CPV,2017,Coal,0.0
CPV,2017,Gas,0.0
CPV,2017,Hydro,0.0
CPV,2017,Nuclear,0.0
CPV,2017,Other Fossil,0.35
CPV,2017,Other Renewables,0.0
CPV,2017,Solar,0.01
CPV,2017,Wind,0.07
CPV,2018,Bioenergy,0.0
CPV,2018,Coal,0.0
CPV,2018,Gas,0.0
CPV,2018,Hydro,0.0
CPV,2018,Nuclear,0.0
CPV,2018,Other Fossil,0.34
CPV,2018,Other Renewables,0.0
CPV,2018,Solar,0.01
CPV,2018,Wind,0.08
CPV,2019,Bioenergy,0.0
CPV,2019,Coal,0.0
CPV,2019,Gas,0.0
CPV,2019,Hydro,0.0
CPV,2019,Nuclear,0.0
CPV,2019,Other Fossil,0.36
CPV,2019,Other Renewables,0.0
CPV,2019,Solar,0.01
CPV,2019,Wind,0.07
CPV,2020,Bioenergy,0.0
CPV,2020,Coal,0.0
CPV,2020,Gas,0.0
CPV,2020,Hydro,0.0
CPV,2020,Nuclear,0.0
CPV,2020,Other Fossil,0.35
CPV,2020,Other Renewables,0.0
CPV,2020,Solar,0.01
CPV,2020,Wind,0.06
CPV,2021,Bioenergy,0.0
CPV,2021,Coal,0.0
CPV,2021,Gas,0.0
CPV,2021,Hydro,0.0
CPV,2021,Nuclear,0.0
CPV,2021,Other Fossil,0.35
CPV,2021,Other Renewables,0.0
CPV,2021,Solar,0.01
CPV,2021,Wind,0.07
CPV,2022,Bioenergy,0.0
CPV,2022,Coal,0.0
CPV,2022,Gas,0.0
CPV,2022,Hydro,0.0
CPV,2022,Nuclear,0.0
CPV,2022,Other Fossil,0.36
CPV,2022,Other Renewables,0.0
CPV,2022,Solar,0.07
CPV,2022,Wind,0.07
CPV,2023,Bioenergy,0.0
CPV,2023,Coal,0.0
CPV,2023,Gas,0.0
CPV,2023,Hydro,0.0
CPV,2023,Nuclear,0.0
CPV,2023,Other Fossil,0.36
CPV,2023,Other Renewables,0.0
CPV,2023,Solar,0.07
CPV,2023,Wind,0.07
CPV,2024,Bioenergy,0.0
CPV,2024,Coal,0.0
CPV,2024,Gas,0.0
CPV,2024,Hydro,0.0
CPV,2024,Nuclear,0.0
CPV,2024,Other Fossil,0.36
CPV,2024,Other Renewables,0.0
CPV,2024,Solar,0.08
CPV,2024,Wind,0.08
CRI,2000,Bioenergy,0.02
CRI,2000,Coal,0.0
CRI,2000,Gas,0.0
CRI,2000,Hydro,5.62
CRI,2000,Nuclear,0.0
CRI,2000,Other Fossil,0.06
CRI,2000,Other Renewables,0.98
CRI,2000,Solar,0.0
CRI,2000,Wind,0.18
CRI,2001,Bioenergy,0.02
CRI,2001,Coal,0.0
CRI,2001,Gas,0.0
CRI,2001,Hydro,5.6
CRI,2001,Nuclear,0.0
CRI,2001,Other Fossil,0.1
CRI,2001,Other Renewables,0.99
CRI,2001,Solar,0.0
CRI,2001,Wind,0.19
CRI,2002,Bioenergy,0.05
CRI,2002,Coal,0.0
CRI,2002,Gas,0.0
CRI,2002,Hydro,5.87
CRI,2002,Nuclear,0.0
CRI,2002,Other Fossil,0.12
CRI,2002,Other Renewables,1.12
CRI,2002,Solar,0.0
CRI,2002,Wind,0.26
CRI,2003,Bioenergy,0.05
CRI,2003,Coal,0.0
CRI,2003,Gas,0.0
CRI,2003,Hydro,5.86
CRI,2003,Nuclear,0.0
CRI,2003,Other Fossil,0.16
CRI,2003,Other Renewables,0.92
CRI,2003,Solar,0.0
CRI,2003,Wind,0.31
CRI,2004,Bioenergy,0.02
CRI,2004,Coal,0.0
CRI,2004,Gas,0.0
CRI,2004,Hydro,6.42
CRI,2004,Nuclear,0.0
CRI,2004,Other Fossil,0.07
CRI,2004,Other Renewables,1.21
CRI,2004,Solar,0.0
CRI,2004,Wind,0.26
CRI,2005,Bioenergy,0.07
CRI,2005,Coal,0.0
CRI,2005,Gas,0.0
CRI,2005,Hydro,6.5
CRI,2005,Nuclear,0.0
CRI,2005,Other Fossil,0.27
CRI,2005,Other Renewables,1.15
CRI,2005,Solar,0.0
CRI,2005,Wind,0.2
CRI,2006,Bioenergy,0.07
CRI,2006,Coal,0.0
CRI,2006,Gas,0.0
CRI,2006,Hydro,6.53
CRI,2006,Nuclear,0.0
CRI,2006,Other Fossil,0.53
CRI,2006,Other Renewables,1.22
CRI,2006,Solar,0.0
CRI,2006,Wind,0.27
CRI,2007,Bioenergy,0.08
CRI,2007,Coal,0.0
CRI,2007,Gas,0.0
CRI,2007,Hydro,6.7
CRI,2007,Nuclear,0.0
CRI,2007,Other Fossil,0.72
CRI,2007,Other Renewables,1.24
CRI,2007,Solar,0.0
CRI,2007,Wind,0.24
CRI,2008,Bioenergy,0.08
CRI,2008,Coal,0.0
CRI,2008,Gas,0.0
CRI,2008,Hydro,7.31
CRI,2008,Nuclear,0.0
CRI,2008,Other Fossil,0.68
CRI,2008,Other Renewables,1.13
CRI,2008,Solar,0.0
CRI,2008,Wind,0.2
CRI,2009,Bioenergy,0.12
CRI,2009,Coal,0.0
CRI,2009,Gas,0.0
CRI,2009,Hydro,7.15
CRI,2009,Nuclear,0.0
CRI,2009,Other Fossil,0.45
CRI,2009,Other Renewables,1.19
CRI,2009,Solar,0.0
CRI,2009,Wind,0.33
CRI,2010,Bioenergy,0.14
CRI,2010,Coal,0.0
CRI,2010,Gas,0.0
CRI,2010,Hydro,7.19
CRI,2010,Nuclear,0.0
CRI,2010,Other Fossil,0.64
CRI,2010,Other Renewables,1.18
CRI,2010,Solar,0.0
CRI,2010,Wind,0.36
CRI,2011,Bioenergy,0.14
CRI,2011,Coal,0.0
CRI,2011,Gas,0.0
CRI,2011,Hydro,7.06
CRI,2011,Nuclear,0.0
CRI,2011,Other Fossil,0.86
CRI,2011,Other Renewables,1.28
CRI,2011,Solar,0.0
CRI,2011,Wind,0.41
CRI,2012,Bioenergy,0.18
CRI,2012,Coal,0.0
CRI,2012,Gas,0.0
CRI,2012,Hydro,7.16
CRI,2012,Nuclear,0.0
CRI,2012,Other Fossil,0.83
CRI,2012,Other Renewables,1.4
CRI,2012,Solar,0.01
CRI,2012,Wind,0.53
CRI,2013,Bioenergy,0.18
CRI,2013,Coal,0.0
CRI,2013,Gas,0.0
CRI,2013,Hydro,6.78
CRI,2013,Nuclear,0.0
CRI,2013,Other Fossil,1.2
CRI,2013,Other Renewables,1.52
CRI,2013,Solar,0.02
CRI,2013,Wind,0.49
CRI,2014,Bioenergy,0.18
CRI,2014,Coal,0.0
CRI,2014,Gas,0.0
CRI,2014,Hydro,6.65
CRI,2014,Nuclear,0.0
CRI,2014,Other Fossil,1.04
CRI,2014,Other Renewables,1.54
CRI,2014,Solar,0.02
CRI,2014,Wind,0.74
CRI,2015,Bioenergy,0.18
CRI,2015,Coal,0.0
CRI,2015,Gas,0.0
CRI,2015,Hydro,7.99
CRI,2015,Nuclear,0.0
CRI,2015,Other Fossil,0.11
CRI,2015,Other Renewables,1.38
CRI,2015,Solar,0.03
CRI,2015,Wind,1.08
CRI,2016,Bioenergy,0.2
CRI,2016,Coal,0.0
CRI,2016,Gas,0.0
CRI,2016,Hydro,7.95
CRI,2016,Nuclear,0.0
CRI,2016,Other Fossil,0.19
CRI,2016,Other Renewables,1.34
CRI,2016,Solar,0.03
CRI,2016,Wind,1.15
CRI,2017,Bioenergy,0.2
CRI,2017,Coal,0.0
CRI,2017,Gas,0.0
CRI,2017,Hydro,8.59
CRI,2017,Nuclear,0.0
CRI,2017,Other Fossil,0.04
CRI,2017,Other Renewables,1.12
CRI,2017,Solar,0.04
CRI,2017,Wind,1.29
CRI,2018,Bioenergy,0.19
CRI,2018,Coal,0.0
CRI,2018,Gas,0.0
CRI,2018,Hydro,8.26
CRI,2018,Nuclear,0.0
CRI,2018,Other Fossil,0.16
CRI,2018,Other Renewables,0.97
CRI,2018,Solar,0.06
CRI,2018,Wind,1.8
CRI,2019,Bioenergy,0.19
CRI,2019,Coal,0.0
CRI,2019,Gas,0.0
CRI,2019,Hydro,7.75
CRI,2019,Nuclear,0.0
CRI,2019,Other Fossil,0.1
CRI,2019,Other Renewables,1.51
CRI,2019,Solar,0.07
CRI,2019,Wind,1.8
CRI,2020,Bioenergy,0.19
CRI,2020,Coal,0.0
CRI,2020,Gas,0.0
CRI,2020,Hydro,8.29
CRI,2020,Nuclear,0.0
CRI,2020,Other Fossil,0.02
CRI,2020,Other Renewables,1.69
CRI,2020,Solar,0.07
CRI,2020,Wind,1.46
CRI,2021,Bioenergy,0.19
CRI,2021,Coal,0.0
CRI,2021,Gas,0.0
CRI,2021,Hydro,9.29
CRI,2021,Nuclear,0.0
CRI,2021,Other Fossil,0.0
CRI,2021,Other Renewables,1.6
CRI,2021,Solar,0.08
CRI,2021,Wind,1.57
CRI,2022,Bioenergy,0.06
CRI,2022,Coal,0.0
CRI,2022,Gas,0.0
CRI,2022,Hydro,9.45
CRI,2022,Nuclear,0.0
CRI,2022,Other Fossil,0.0
CRI,2022,Other Renewables,1.48
CRI,2022,Solar,0.08
CRI,2022,Wind,1.37
CRI,2023,Bioenergy,0.06
CRI,2023,Coal,0.0
CRI,2023,Gas,0.0
CRI,2023,Hydro,8.54
CRI,2023,Nuclear,0.0
CRI,2023,Other Fossil,0.01
CRI,2023,Other Renewables,1.53
CRI,2023,Solar,0.09
CRI,2023,Wind,1.49
CRI,2024,Bioenergy,0.06
CRI,2024,Coal,0.0
CRI,2024,Gas,0.0
CRI,2024,Hydro,8.0
CRI,2024,Nuclear,0.0
CRI,2024,Other Fossil,0.01
CRI,2024,Other Renewables,1.6
CRI,2024,Solar,0.09
CRI,2024,Wind,1.24
CRI,2025,Bioenergy,0.06
CRI,2025,Coal,0.0
CRI,2025,Gas,0.0
CRI,2025,Hydro,9.58
CRI,2025,Nuclear,0.0
CRI,2025,Other Fossil,0.0
CRI,2025,Other Renewables,1.53
CRI,2025,Solar,0.09
CRI,2025,Wind,1.55
CUB,2000,Bioenergy,0.94
CUB,2000,Coal,0.0
CUB,2000,Gas,1.31
CUB,2000,Hydro,0.09
CUB,2000,Nuclear,0.0
CUB,2000,Other Fossil,12.69
CUB,2000,Other Renewables,0.0
CUB,2000,Solar,0.0
CUB,2000,Wind,0.0
CUB,2001,Bioenergy,0.93
CUB,2001,Coal,0.0
CUB,2001,Gas,1.26
CUB,2001,Hydro,0.07
CUB,2001,Nuclear,0.0
CUB,2001,Other Fossil,13.04
CUB,2001,Other Renewables,0.0
CUB,2001,Solar,0.0
CUB,2001,Wind,0.0
CUB,2002,Bioenergy,0.94
CUB,2002,Coal,0.0
CUB,2002,Gas,1.22
CUB,2002,Hydro,0.1
CUB,2002,Nuclear,0.0
CUB,2002,Other Fossil,13.43
CUB,2002,Other Renewables,0.0
CUB,2002,Solar,0.0
CUB,2002,Wind,0.0
CUB,2003,Bioenergy,0.72
CUB,2003,Coal,0.0
CUB,2003,Gas,1.61
CUB,2003,Hydro,0.13
CUB,2003,Nuclear,0.0
CUB,2003,Other Fossil,13.35
CUB,2003,Other Renewables,0.0
CUB,2003,Solar,0.0
CUB,2003,Wind,0.0
CUB,2004,Bioenergy,0.79
CUB,2004,Coal,0.0
CUB,2004,Gas,1.87
CUB,2004,Hydro,0.09
CUB,2004,Nuclear,0.0
CUB,2004,Other Fossil,12.89
CUB,2004,Other Renewables,0.0
CUB,2004,Solar,0.0
CUB,2004,Wind,0.0
CUB,2005,Bioenergy,0.42
CUB,2005,Coal,0.0
CUB,2005,Gas,1.94
CUB,2005,Hydro,0.07
CUB,2005,Nuclear,0.0
CUB,2005,Other Fossil,12.92
CUB,2005,Other Renewables,0.0
CUB,2005,Solar,0.0
CUB,2005,Wind,0.0
CUB,2006,Bioenergy,0.41
CUB,2006,Coal,0.0
CUB,2006,Gas,2.23
CUB,2006,Hydro,0.09
CUB,2006,Nuclear,0.0
CUB,2006,Other Fossil,13.74
CUB,2006,Other Renewables,0.0
CUB,2006,Solar,0.0
CUB,2006,Wind,0.0
CUB,2007,Bioenergy,0.41
CUB,2007,Coal,0.0
CUB,2007,Gas,2.49
CUB,2007,Hydro,0.12
CUB,2007,Nuclear,0.0
CUB,2007,Other Fossil,14.59
CUB,2007,Other Renewables,0.0
CUB,2007,Solar,0.0
CUB,2007,Wind,0.0
CUB,2008,Bioenergy,0.55
CUB,2008,Coal,0.0
CUB,2008,Gas,2.54
CUB,2008,Hydro,0.14
CUB,2008,Nuclear,0.0
CUB,2008,Other Fossil,14.44
CUB,2008,Other Renewables,0.0
CUB,2008,Solar,0.0
CUB,2008,Wind,0.01
CUB,2009,Bioenergy,0.54
CUB,2009,Coal,0.0
CUB,2009,Gas,2.38
CUB,2009,Hydro,0.15
CUB,2009,Nuclear,0.0
CUB,2009,Other Fossil,14.66
CUB,2009,Other Renewables,0.0
CUB,2009,Solar,0.0
CUB,2009,Wind,0.0
CUB,2010,Bioenergy,0.46
CUB,2010,Coal,0.0
CUB,2010,Gas,2.27
CUB,2010,Hydro,0.1
CUB,2010,Nuclear,0.0
CUB,2010,Other Fossil,14.56
CUB,2010,Other Renewables,0.0
CUB,2010,Solar,0.0
CUB,2010,Wind,0.01
CUB,2011,Bioenergy,0.45
CUB,2011,Coal,0.0
CUB,2011,Gas,2.05
CUB,2011,Hydro,0.1
CUB,2011,Nuclear,0.0
CUB,2011,Other Fossil,15.13
CUB,2011,Other Renewables,0.0
CUB,2011,Solar,0.0
CUB,2011,Wind,0.02
CUB,2012,Bioenergy,0.55
CUB,2012,Coal,0.0
CUB,2012,Gas,2.09
CUB,2012,Hydro,0.11
CUB,2012,Nuclear,0.0
CUB,2012,Other Fossil,15.65
CUB,2012,Other Renewables,0.0
CUB,2012,Solar,0.01
CUB,2012,Wind,0.02
CUB,2013,Bioenergy,0.68
CUB,2013,Coal,0.0
CUB,2013,Gas,1.99
CUB,2013,Hydro,0.13
CUB,2013,Nuclear,0.0
CUB,2013,Other Fossil,16.32
CUB,2013,Other Renewables,0.0
CUB,2013,Solar,0.11
CUB,2013,Wind,0.02
CUB,2014,Bioenergy,0.64
CUB,2014,Coal,0.0
CUB,2014,Gas,2.79
CUB,2014,Hydro,0.1
CUB,2014,Nuclear,0.0
CUB,2014,Other Fossil,15.79
CUB,2014,Other Renewables,0.0
CUB,2014,Solar,0.09
CUB,2014,Wind,0.02
CUB,2015,Bioenergy,0.7
CUB,2015,Coal,0.0
CUB,2015,Gas,2.95
CUB,2015,Hydro,0.05
CUB,2015,Nuclear,0.0
CUB,2015,Other Fossil,16.54
CUB,2015,Other Renewables,0.0
CUB,2015,Solar,0.13
CUB,2015,Wind,0.02
CUB,2016,Bioenergy,0.69
CUB,2016,Coal,0.0
CUB,2016,Gas,2.92
CUB,2016,Hydro,0.06
CUB,2016,Nuclear,0.0
CUB,2016,Other Fossil,16.72
CUB,2016,Other Renewables,0.0
CUB,2016,Solar,0.14
CUB,2016,Wind,0.02
CUB,2017,Bioenergy,0.62
CUB,2017,Coal,0.0
CUB,2017,Gas,2.8
CUB,2017,Hydro,0.08
CUB,2017,Nuclear,0.0
CUB,2017,Other Fossil,16.97
CUB,2017,Other Renewables,0.0
CUB,2017,Solar,0.08
CUB,2017,Wind,0.02
CUB,2018,Bioenergy,0.44
CUB,2018,Coal,0.0
CUB,2018,Gas,2.64
CUB,2018,Hydro,0.14
CUB,2018,Nuclear,0.0
CUB,2018,Other Fossil,17.44
CUB,2018,Other Renewables,0.0
CUB,2018,Solar,0.12
CUB,2018,Wind,0.02
CUB,2019,Bioenergy,0.52
CUB,2019,Coal,0.0
CUB,2019,Gas,2.45
CUB,2019,Hydro,0.14
CUB,2019,Nuclear,0.0
CUB,2019,Other Fossil,17.36
CUB,2019,Other Renewables,0.0
CUB,2019,Solar,0.21
CUB,2019,Wind,0.02
CUB,2020,Bioenergy,0.55
CUB,2020,Coal,0.0
CUB,2020,Gas,2.01
CUB,2020,Hydro,0.11
CUB,2020,Nuclear,0.0
CUB,2020,Other Fossil,16.12
CUB,2020,Other Renewables,0.0
CUB,2020,Solar,0.22
CUB,2020,Wind,0.02
CUB,2021,Bioenergy,0.43
CUB,2021,Coal,0.0
CUB,2021,Gas,1.58
CUB,2021,Hydro,0.12
CUB,2021,Nuclear,0.0
CUB,2021,Other Fossil,15.46
CUB,2021,Other Renewables,0.0
CUB,2021,Solar,0.22
CUB,2021,Wind,0.02
CUB,2022,Bioenergy,0.28
CUB,2022,Coal,0.0
CUB,2022,Gas,1.95
CUB,2022,Hydro,0.12
CUB,2022,Nuclear,0.0
CUB,2022,Other Fossil,13.03
CUB,2022,Other Renewables,0.0
CUB,2022,Solar,0.21
CUB,2022,Wind,0.06
CUB,2023,Bioenergy,0.33
CUB,2023,Coal,0.0
CUB,2023,Gas,2.5
CUB,2023,Hydro,0.12
CUB,2023,Nuclear,0.0
CUB,2023,Other Fossil,16.52
CUB,2023,Other Renewables,0.0
CUB,2023,Solar,0.21
CUB,2023,Wind,0.06
CUB,2024,Bioenergy,0.35
CUB,2024,Coal,0.0
CUB,2024,Gas,2.65
CUB,2024,Hydro,0.12
CUB,2024,Nuclear,0.0
CUB,2024,Other Fossil,16.0
CUB,2024,Other Renewables,0.0
CUB,2024,Solar,0.24
CUB,2024,Wind,0.07
CYM,2000,Bioenergy,0.0
CYM,2000,Coal,0.0
CYM,2000,Gas,0.0
CYM,2000,Hydro,0.0
CYM,2000,Nuclear,0.0
CYM,2000,Other Fossil,0.44
CYM,2000,Other Renewables,0.0
CYM,2000,Solar,0.0
CYM,2000,Wind,0.0
CYM,2001,Bioenergy,0.0
CYM,2001,Coal,0.0
CYM,2001,Gas,0.0
CYM,2001,Hydro,0.0
CYM,2001,Nuclear,0.0
CYM,2001,Other Fossil,0.47
CYM,2001,Other Renewables,0.0
CYM,2001,Solar,0.0
CYM,2001,Wind,0.0
CYM,2002,Bioenergy,0.0
CYM,2002,Coal,0.0
CYM,2002,Gas,0.0
CYM,2002,Hydro,0.0
CYM,2002,Nuclear,0.0
CYM,2002,Other Fossil,0.48
CYM,2002,Other Renewables,0.0
CYM,2002,Solar,0.0
CYM,2002,Wind,0.0
CYM,2003,Bioenergy,0.0
CYM,2003,Coal,0.0
CYM,2003,Gas,0.0
CYM,2003,Hydro,0.0
CYM,2003,Nuclear,0.0
CYM,2003,Other Fossil,0.51
CYM,2003,Other Renewables,0.0
CYM,2003,Solar,0.0
CYM,2003,Wind,0.0
CYM,2004,Bioenergy,0.0
CYM,2004,Coal,0.0
CYM,2004,Gas,0.0
CYM,2004,Hydro,0.0
CYM,2004,Nuclear,0.0
